evoked0,quest0,cond0,chan0,tmin0,tmax0,mode0,chanX,latX,valX,SUB,SES,TASK,RUN,CHAN_BUND
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.14833333333333332,-0.5560921657184504,17makf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14583333333333334,0.7045762965551466,17makf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13833333333333334,4.2304706392824905,17makf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.10499999999999997,-0.03307519659074915,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.10499999999999997,-0.1712354202073211,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.10499999999999997,-0.14870333552381507,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.10833333333333332,1.0293149241554758,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.1458333333333333,4.743008481250559,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13333333333333333,9.274390106864585,18skxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.17833333333333334,0.555623199936036,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.17333333333333334,0.6081396806060887,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.16749999999999998,0.0033378826051550146,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1733333333333333,0.3111952502716547,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14166666666666666,0.9146694224397504,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.145,0.6474439175463694,19jgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.18916666666666662,3.0836436466842545,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.18583333333333332,2.1853654243452993,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.18999999999999997,4.222245722730581,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.18000000000000002,4.230775224823061,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14333333333333334,4.12191605466482,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.15,7.0650550745658345,20jpxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.18999999999999997,3.9546592108539014,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.18999999999999997,2.9208734220762445,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.17833333333333332,4.117745560115311,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1825,2.8652020099228026,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14333333333333334,6.545927889692568,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.1325,4.914647444254871,21koxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.16999999999999996,5.032692051087445,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.16999999999999996,3.8661732970961786,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.16999999999999996,3.957358518275463,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.16083333333333333,2.855774352985153,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.12416666666666666,2.573087981520167,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13083333333333333,3.43637260835015,22foxm,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.1775,1.4401533466618754,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.1725,1.7944171560271898,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.135,3.7341567850299913,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1525,4.554476271664429,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.13333333333333333,5.748601930344191,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.1366666666666667,5.879321051622014,23zdxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.10499999999999997,-1.1930320604438558,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.10499999999999997,-1.5022942215687174,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.11916666666666664,-0.5585753880879377,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.10749999999999997,-0.6044217053784773,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.18999999999999997,2.329620518667531,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.11583333333333333,2.00515061458419,24jkxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.18999999999999997,0.9642656332222671,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.1758333333333333,0.49712836899578844,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.12166666666666665,0.6411296226518709,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.11249999999999999,1.3063602129714087,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.1333333333333333,4.055316826814807,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13083333333333333,7.259952358705171,25abxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.10499999999999997,0.7632630009395637,26mwxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.10499999999999997,0.25270518397899644,26mwxf,eeg001,lexdec,0,
